bit_index,variance,variance_rank
500,0.002117926115360087,1973
1943,0.002104087586375203,1974
508,0.002087173304160837,1975
1479,0.002077947088835957,1976
29,0.002074871645577396,1977
1243,0.002064876323249432,1978
458,0.002064107443955756,1979
1155,0.0020371959175937144,1980
1474,0.002034889147378948,1981
1689,0.002021817246821973,1982
58,0.0020179725046167965,1983
432,0.0020002863065859224,1984
1518,0.0019972103816802375,1985
547,0.0019764473896329033,1986
1586,0.0019618358742396367,1987
1581,0.001957221622069179,1988
474,0.001930304295674322,1989
578,0.0019187678515745104,1990
423,0.0019141531988262472,1991
1405,0.0019018472483377418,1992
683,0.0018780036007515857,1993
902,0.001877234431754318,1994
946,0.0018764652615648543,1995
436,0.001871081036857126,1996
805,0.0018695426762108693,1997
222,0.0018672351263000154,1998
925,0.0018487743407417303,1999
884,0.0018364667688668674,2000
1464,0.0018280051361618155,2001
1368,0.0018149277836932137,2002
482,0.0018133892489863627,2003
1707,0.001797234346649131,2004
104,0.001787233429346038,2005
1726,0.0017849254967403161,2006
1572,0.0017787709573351069,2007
484,0.0017733856727652666,2008
1759,0.001764922964699557,2009
25,0.001728762496183125,2010
498,0.0016987550017187496,2011
1625,0.0016910604802809262,2012
397,0.0016910604802809262,2013
1548,0.0016864437101928316,2014
351,0.0016625897143466874,2015
1779,0.0016341173162963286,2016
1038,0.0016318086719496834,2017
951,0.0016241131133014697,2018
1771,0.00157024086461559,2019
492,0.0015586960513009035,2020
744,0.0015479206501914382,2021
1143,0.0015371450154115865,2022
1277,0.0015325268146884703,2023
1573,0.0015163627741700398,2024
1499,0.0015040469618374543,2025
182,0.0015001982078932388,2026
1343,0.0014955796638177177,2027
1281,0.0014678674980645263,2028
288,0.0013423736341647207,2029
1371,0.0013346735928601067,2030
311,0.0013346735928601067,2031
61,0.0013339035821725682,2032
1219,0.0013308235275004553,2033
78,0.001300791994791134,2034
1037,0.0012715287571995215,2035
2039,0.0012538159612792087,2036
877,0.001241493644326059,2037
1893,0.0011975929098169966,2038
253,0.001192201324492083,2039
1240,0.0011367416276879727,2040
428,0.0010674083155750801,2041
2006,0.0010396722868297327,2042
1197,0.0010119347129985625,2043
1574,0.0010096231787691742,2044
959,0.001000376934553995,2045
34,0.0007907493516373786,2046
1672,0.0006095662634272258,2047
1652,6.870984494711241e-05,2048
